,RaceDesc,OverallJobAccess_D,lowwagelaborforce_D,Access30Transit_D,Access30Transit_ts_D,spatialmismatch_D,SAP,Agency,Language,stage,Age_bin,total_boardings
95449,1,2,4,3,3,4,1,0,0,2,2,137.0
95516,0,2,4,3,3,4,1,2,0,1,0,0.0
95518,1,2,4,3,3,4,0,0,0,1,2,8.0
95521,5,2,4,3,3,4,0,0,0,1,4,667.0
95554,1,2,4,3,3,4,1,3,0,1,0,125.0
95575,2,2,4,3,3,4,0,0,0,1,3,0.0
95577,0,4,1,4,4,1,0,0,5,2,3,24.0
95580,0,4,1,4,4,1,0,0,0,1,2,43.0
95594,1,4,1,4,4,1,1,0,0,1,0,121.0
95601,1,4,1,4,4,1,1,0,0,1,0,8.0
95604,5,4,1,4,4,1,0,0,0,1,0,1.0
95605,1,4,3,4,4,1,1,0,0,2,4,32.0
95610,0,4,3,4,4,1,0,0,0,3,0,1.0
95611,0,4,3,4,4,1,0,0,0,2,0,35.0
95620,4,4,3,4,4,1,0,0,0,1,1,83.0
95640,0,4,3,4,4,1,1,2,2,1,3,183.0
95673,3,4,3,4,4,1,0,0,0,1,2,4.0
95676,0,1,2,4,4,3,0,0,0,2,3,17.0
95682,0,1,2,4,4,3,0,4,0,1,0,0.0
95683,5,2,1,3,3,1,0,0,0,3,3,8.0
95684,4,4,4,1,1,2,1,0,0,2,1,0.0
95685,1,4,4,1,1,2,0,0,0,2,1,0.0
95686,2,4,4,1,1,2,1,2,4,1,5,0.0
95687,3,4,4,1,1,2,0,0,2,1,4,13.0
95691,0,4,3,4,4,2,0,4,0,1,3,60.0
95698,4,4,3,4,4,2,1,0,0,3,2,35.0
95705,4,4,3,4,4,2,0,0,0,2,1,1.0
95706,1,4,3,4,4,2,1,0,0,2,4,107.0
95731,3,4,3,4,4,2,0,0,0,1,3,141.0
95762,0,4,3,4,4,2,0,4,0,1,0,0.0
95763,5,4,3,4,4,2,0,0,0,1,3,31.0
95775,0,4,3,4,4,2,1,2,0,1,4,3.0
95776,4,4,3,4,4,2,0,0,0,1,2,12.0
95780,4,4,3,4,4,2,1,0,0,1,1,29.0
95792,0,4,3,4,4,2,0,0,0,1,1,68.0
95806,2,4,1,4,4,1,0,0,0,1,1,6.0
95811,0,4,1,4,4,1,1,2,0,2,3,58.0
95826,6,4,1,4,4,1,0,1,0,1,1,0.0
95827,0,4,1,4,4,1,0,0,0,1,5,0.0
95828,3,3,2,2,2,2,0,0,2,2,2,198.0
95858,2,3,2,2,2,2,0,0,0,2,3,0.0
95859,0,3,2,2,2,2,0,4,0,1,2,0.0
95860,2,3,2,2,2,2,0,0,0,1,1,0.0
95861,3,3,1,4,4,1,0,4,0,2,2,6.0
95864,0,3,1,4,4,1,0,0,0,1,1,0.0
95865,5,3,1,4,4,1,0,1,0,1,0,0.0
95866,3,3,1,4,4,1,0,0,2,1,1,195.0
95873,0,4,4,3,3,3,0,4,0,2,3,0.0
95874,1,4,4,3,3,3,0,4,0,2,2,22.0
95880,0,4,4,3,3,3,0,0,0,2,2,13.0
95881,0,4,4,3,3,3,0,0,0,2,2,0.0
95890,0,4,4,3,3,3,0,4,0,3,2,13.0
95891,0,4,4,3,3,3,0,4,0,3,2,0.0
95892,0,4,4,3,3,3,0,0,0,2,4,47.0
95904,0,4,4,3,3,3,1,3,0,2,3,43.0
95915,2,4,4,3,3,3,1,0,1,1,5,198.0
95944,2,4,4,3,3,3,1,0,0,1,5,248.0
95974,0,4,4,3,3,3,0,3,0,1,2,55.0
95986,0,4,4,3,3,3,1,2,0,1,0,0.0
95987,4,4,4,3,3,3,0,0,0,1,2,0.0
95988,0,4,4,3,3,3,1,2,0,1,3,2.0
95990,0,3,2,3,3,2,0,1,0,1,1,0.0
95991,3,3,2,3,3,2,0,0,2,2,3,570.0
96014,6,3,2,3,3,2,0,1,0,1,2,0.0
96015,4,3,2,3,3,2,0,1,0,1,3,0.0
96016,0,3,2,3,3,2,0,1,0,1,2,3.0
96018,0,1,1,2,2,2,0,3,0,1,3,0.0
96019,0,1,3,2,3,4,0,5,0,2,1,0.0
96020,0,1,3,2,3,4,1,2,0,1,4,0.0
96021,0,1,3,2,3,4,0,0,0,1,0,0.0
96022,0,1,3,2,3,4,0,1,0,1,3,0.0
96023,0,3,4,3,3,4,0,4,0,2,1,1.0
96025,3,4,3,3,3,1,0,0,0,2,2,0.0
96026,4,4,3,3,3,1,0,0,0,1,1,0.0
96027,0,4,3,2,2,2,0,0,0,2,2,0.0
96028,0,4,3,2,2,2,1,3,0,5,4,0.0
96029,2,4,3,2,2,2,1,2,0,1,5,0.0
96030,1,4,3,2,2,2,1,0,0,1,4,0.0
96031,1,4,3,2,2,2,0,1,0,1,5,0.0
96032,1,4,3,2,2,2,1,0,0,1,2,150.0
96046,0,4,3,2,2,2,0,1,0,1,3,0.0
96047,3,1,4,2,1,4,1,0,0,1,0,0.0
96048,1,1,4,2,1,4,0,1,0,1,3,0.0
96049,5,1,4,2,1,4,0,0,0,1,2,0.0
96050,3,4,1,4,4,1,0,0,0,1,4,198.0
96075,0,4,1,4,4,1,0,0,0,2,0,1.0
96077,5,4,1,4,4,1,1,0,0,1,4,27.0
96087,2,4,1,4,4,1,0,4,0,2,2,36.0
96098,1,4,1,4,4,1,0,0,0,2,3,211.0
96117,1,3,2,1,1,2,0,1,0,1,2,0.0
96118,0,3,2,1,1,2,0,0,0,2,3,441.0
96153,0,3,2,1,1,2,0,0,0,2,1,1.0
96154,1,3,2,1,1,2,0,1,0,1,3,0.0
96155,3,3,2,1,1,2,0,0,2,1,1,24.0
96160,1,3,2,1,1,2,0,1,0,1,1,0.0
96161,2,3,3,2,3,3,0,0,5,2,1,38.0
96169,1,3,3,2,3,3,0,1,0,2,4,0.0
96170,0,3,3,2,3,3,1,2,0,1,3,1.0
96171,1,3,3,2,3,3,0,5,0,1,2,208.0
96179,0,3,3,2,3,3,0,0,0,1,0,34.0
96185,5,3,3,2,3,3,1,2,5,1,4,0.0
96186,0,1,2,2,2,3,0,0,0,2,2,74.0
96195,0,1,2,2,2,3,1,2,0,2,1,0.0
96196,1,1,2,2,2,3,0,4,0,1,2,0.0
96197,0,1,2,2,2,3,0,1,0,1,2,0.0
96198,0,1,2,2,2,3,0,1,0,1,3,0.0
96199,1,1,2,2,2,3,0,1,0,1,2,0.0
96200,8,1,2,2,2,3,0,1,0,1,3,0.0
96202,0,1,2,2,2,3,0,1,0,1,4,0.0
96203,0,1,2,2,2,3,0,0,0,1,0,0.0
96205,0,1,2,2,2,3,0,0,0,2,0,0.0
96207,2,3,4,2,2,4,0,0,0,2,2,9.0
96210,2,3,4,2,2,4,0,4,0,2,2,13.0
96217,0,3,4,2,2,4,0,0,0,2,0,158.0
96218,0,3,4,2,2,4,0,0,0,2,0,0.0
96281,0,3,4,2,2,4,0,4,0,3,0,158.0
96282,0,3,4,2,2,4,0,4,0,3,0,0.0
96283,2,3,4,2,2,4,0,0,1,2,4,69.0
96297,2,3,4,2,2,4,0,0,5,2,4,0.0
96298,3,3,4,2,2,4,0,0,0,2,2,0.0
96299,3,3,4,2,2,4,0,0,0,2,1,0.0
96300,2,3,4,2,2,4,0,0,5,2,1,19.0
96307,0,3,4,2,2,4,1,0,0,2,2,26.0
96320,1,3,4,2,2,4,1,2,0,1,2,122.0
96332,0,3,4,2,2,4,0,0,0,1,0,0.0
96333,0,3,4,2,2,4,0,0,0,1,0,15.0
96335,0,3,4,2,2,4,0,0,0,2,0,15.0
96348,0,3,4,2,2,4,1,0,0,1,5,6.0
96351,1,3,4,2,2,4,0,1,0,1,1,0.0
96352,0,3,4,2,2,4,0,1,0,1,2,0.0
96353,0,3,4,2,2,4,0,0,0,1,3,39.0
96362,1,3,3,3,2,3,1,2,0,3,1,5.0
96364,0,3,3,3,2,3,0,0,0,1,1,51.0
96384,5,3,3,3,2,3,1,0,0,1,5,0.0
96385,6,3,3,3,2,3,0,5,0,1,4,87.0
96403,1,3,3,3,2,3,0,1,0,1,2,0.0
96404,1,3,3,3,2,3,0,1,0,1,1,2.0
96406,3,4,1,4,4,1,0,4,0,2,1,126.0
96428,0,4,1,4,4,1,1,0,0,2,3,0.0
96429,0,4,1,4,4,1,1,0,0,2,3,514.0
96430,0,4,1,4,4,1,1,0,0,3,3,0.0
96431,0,4,1,4,4,1,1,0,0,3,3,514.0
96487,2,4,1,4,4,1,0,5,0,1,2,10.0
96490,8,4,1,4,4,1,0,0,0,1,1,0.0
96491,3,3,1,2,1,1,0,1,0,1,1,0.0
96492,4,4,3,3,2,2,0,0,0,3,3,0.0
96493,3,4,3,3,2,2,0,0,2,2,3,80.0
96528,0,4,3,3,2,2,0,0,0,2,2,0.0
96529,0,4,3,3,2,2,0,0,0,2,2,133.0
96545,0,4,3,3,2,2,0,0,0,1,0,0.0
96546,0,4,3,3,2,2,0,1,0,1,5,0.0
96547,4,3,2,3,3,2,0,0,0,1,1,0.0
96548,0,4,4,4,4,2,0,0,0,3,2,78.0
96562,2,4,4,4,4,2,0,0,1,3,4,2.0
96563,2,4,4,4,4,2,0,0,1,2,4,2.0
96569,2,4,1,4,4,1,0,0,0,1,0,3.0
96570,0,4,1,3,4,1,0,4,0,2,2,3.0
96572,0,4,1,3,4,1,0,1,0,2,4,0.0
96573,1,3,3,2,2,3,0,4,0,2,1,18.0
96577,0,3,3,2,2,3,1,3,0,2,3,2.0
96578,0,3,3,2,2,3,0,4,0,1,3,19.0
96581,6,3,3,2,2,3,0,1,0,1,1,0.0
96582,1,3,3,2,2,3,0,1,0,1,2,0.0
96583,5,3,3,2,2,3,0,1,0,1,0,0.0
96585,1,3,3,2,2,3,0,1,0,1,1,2.0
96587,0,1,4,1,2,4,1,3,0,2,1,171.0
96629,5,1,4,1,2,4,0,1,1,1,4,0.0
96630,6,1,4,1,2,4,0,4,5,1,2,0.0
96631,1,1,4,1,2,4,0,1,0,1,4,0.0
96632,0,1,4,1,2,4,0,0,0,1,0,0.0
96633,5,1,4,1,2,4,0,1,1,1,5,0.0
96634,1,2,2,2,2,3,0,3,0,1,4,4.0
96637,2,2,2,2,2,3,1,2,0,1,5,0.0
96638,0,3,2,1,2,2,1,2,0,3,4,46.0
96653,0,3,2,1,2,2,0,0,0,2,3,175.0
96686,1,3,2,1,2,2,0,4,0,1,0,2.0
96687,5,3,2,1,2,2,0,1,0,1,2,0.0
96688,0,3,2,1,2,2,0,1,0,1,0,0.0
96689,2,4,1,2,1,1,0,0,0,3,4,0.0
96690,1,2,2,3,1,2,0,1,0,2,1,0.0
96691,0,2,2,3,1,2,0,1,0,1,5,0.0
96692,0,2,2,3,1,2,0,1,0,1,4,0.0
96693,1,4,2,4,4,2,0,0,0,1,4,1.0
96694,3,4,2,4,4,2,0,0,0,2,2,28.0
96702,0,4,2,4,4,2,1,3,0,2,1,0.0
96705,0,4,2,4,4,2,1,0,0,3,2,0.0
96707,6,4,2,4,4,2,0,0,0,1,3,0.0
96708,3,4,2,4,4,2,0,0,2,1,2,0.0
96709,4,4,2,4,4,2,1,2,0,1,1,10.0
96713,4,4,2,4,4,2,1,0,0,1,0,220.0
96733,0,4,2,4,4,2,1,0,0,1,2,0.0
96734,0,4,2,4,4,2,0,5,0,1,1,0.0
96736,0,4,2,4,4,2,1,0,0,1,3,2.0
96738,6,4,4,2,2,4,1,2,0,2,2,27.0
96743,1,4,4,2,2,4,0,1,0,2,2,0.0
96745,1,4,4,2,2,4,0,0,0,3,2,0.0
96747,0,4,4,2,2,4,1,3,0,2,3,0.0
96749,7,4,4,2,2,4,0,4,5,1,1,161.0
96768,0,4,4,2,2,4,0,1,0,1,2,0.0
96769,5,4,4,2,2,4,0,1,2,1,0,0.0
96772,0,4,4,2,2,4,0,0,0,2,2,0.0
96774,8,4,4,2,2,4,0,1,0,1,4,0.0
96775,5,4,4,2,2,4,1,0,5,1,2,154.0
96783,1,4,4,2,2,4,0,0,0,1,2,2.0
96785,2,1,4,2,3,4,0,0,0,3,3,24.0
96790,0,1,4,2,3,4,1,2,0,1,3,0.0
96791,0,1,4,2,3,4,0,0,0,1,0,0.0
96793,1,3,3,3,4,3,1,2,0,1,4,0.0
96794,1,3,3,3,4,3,1,2,0,1,5,0.0
96795,4,3,2,3,2,1,0,0,0,1,2,0.0
96796,1,3,2,3,2,1,0,1,0,1,2,0.0
96797,0,2,1,2,3,1,0,5,0,1,0,0.0
96798,1,3,2,4,4,2,0,0,0,1,0,246.0
96825,2,2,4,1,2,4,0,0,0,1,3,0.0
96826,0,2,4,1,2,4,1,2,0,1,2,5.0
96827,0,2,4,1,2,4,0,1,0,1,0,0.0
96829,5,2,2,4,1,3,0,0,5,1,3,0.0
96830,4,2,2,4,1,3,0,0,0,2,4,3.0
96832,4,2,2,4,1,3,0,0,5,2,4,0.0
96833,3,1,1,2,1,2,0,0,0,2,2,3.0
96836,2,1,1,2,1,2,0,0,0,2,0,0.0
96838,0,4,4,2,3,3,0,1,0,1,1,0.0
96840,0,4,4,2,3,3,1,2,0,2,1,0.0
96842,0,4,4,2,3,3,0,0,0,2,4,0.0
96844,4,4,4,2,3,3,1,3,0,1,4,655.0
96894,0,4,4,2,3,3,0,0,0,1,4,0.0
96895,1,4,4,2,3,3,0,0,0,1,3,0.0
96896,0,4,1,4,3,1,0,4,0,2,2,3.0
96897,1,4,1,4,3,1,0,0,0,2,0,3.0
96898,0,4,1,4,3,1,0,0,0,2,2,0.0
96899,7,4,1,4,3,1,0,4,0,1,2,72.0
96921,6,4,1,4,3,1,0,1,0,1,2,0.0
96922,3,4,1,4,3,1,0,0,2,1,2,0.0
96924,3,4,1,3,3,1,0,0,2,2,1,0.0
96925,1,4,1,3,3,1,0,1,0,1,3,0.0
96926,5,1,2,2,2,3,0,0,0,2,3,13.0
96935,0,1,2,2,2,3,1,2,0,2,2,6.0
96938,3,1,2,2,2,3,0,0,2,2,2,289.0
96974,0,4,1,4,4,1,1,2,0,3,1,349.0
97002,0,4,1,4,4,1,0,0,0,3,3,1.0
97003,1,4,1,4,4,1,0,0,0,2,4,81.0
97010,0,4,1,4,4,1,1,2,0,2,2,0.0
97011,0,4,1,4,4,1,0,1,0,1,2,11.0
97014,5,4,1,4,4,1,0,0,0,1,0,5.0
97018,0,1,1,2,3,2,1,2,0,1,1,158.0
97044,0,1,1,2,3,2,0,1,0,2,3,0.0
97045,0,1,4,2,3,4,0,0,0,1,4,0.0
97046,4,3,2,4,3,2,0,0,1,2,4,199.0
97073,1,3,2,4,3,2,1,2,0,1,0,0.0
97074,2,3,2,4,3,2,0,0,0,1,0,5.0
97076,0,4,2,4,3,1,0,0,0,1,1,0.0
97077,0,4,2,1,1,2,0,5,5,2,4,14.0
97081,5,4,2,4,4,1,0,4,0,2,3,0.0
97082,0,4,2,4,4,1,0,0,0,3,2,213.0
97108,3,4,2,4,4,1,0,0,2,1,0,7.0
97114,0,3,2,4,4,2,0,0,0,2,2,20.0
97126,2,3,2,4,4,2,1,0,1,1,5,744.0
97150,4,3,2,4,4,2,0,1,0,1,1,0.0
97151,0,1,4,2,1,4,0,1,0,1,1,0.0
97152,0,4,2,1,1,1,0,0,0,2,3,0.0
97153,3,4,2,1,1,1,0,0,2,2,3,0.0
97154,0,4,2,1,1,1,0,1,0,1,1,0.0
97155,0,4,2,1,1,1,0,0,0,1,2,0.0
97156,3,4,2,1,1,1,0,0,2,1,1,0.0
97157,1,4,2,1,1,1,0,0,0,1,4,0.0
97158,0,3,3,3,3,3,0,1,0,2,2,200.0
97171,4,3,3,3,3,3,1,3,0,1,3,0.0
97172,1,3,3,3,3,3,0,0,0,1,0,77.0
97188,0,3,3,3,3,3,0,0,0,1,1,0.0
97190,0,1,1,4,4,1,0,0,0,2,2,0.0
97191,2,4,4,1,2,3,0,4,0,1,0,0.0
97192,2,4,4,1,2,3,1,0,4,1,5,0.0
97193,2,4,4,1,2,3,0,0,4,1,0,0.0
97195,3,4,4,1,2,3,0,0,0,1,1,34.0
97202,2,4,4,1,2,3,0,0,0,1,0,0.0
97204,0,4,1,4,4,1,0,0,0,1,1,36.0
97208,1,4,1,4,4,1,1,0,0,1,0,86.0
97216,0,3,4,3,3,4,0,0,0,3,4,0.0
97217,0,3,4,3,3,4,1,2,0,1,5,0.0
97219,1,3,4,3,3,4,0,1,0,1,2,0.0
97220,3,3,4,3,3,4,0,0,0,1,1,0.0
97221,3,3,4,3,3,4,1,0,2,1,5,0.0
97222,5,3,2,4,4,2,0,0,0,3,3,6.0
97226,3,3,2,4,4,2,0,0,0,2,2,48.0
97244,2,3,2,4,4,2,0,0,0,2,3,0.0
97245,3,3,2,4,4,2,1,2,0,2,4,0.0
97247,1,3,2,4,4,2,0,1,0,2,1,0.0
97248,1,3,2,4,4,2,0,3,0,1,4,0.0
97249,0,3,2,4,4,2,0,0,0,1,3,615.0
97276,3,3,2,4,4,2,0,0,2,1,1,1.0
97277,2,3,2,4,4,2,0,0,0,1,0,0.0
97279,3,3,2,2,3,2,0,0,0,2,3,0.0
97280,1,3,2,2,3,2,1,2,0,2,4,0.0
97281,0,3,2,2,3,2,0,1,0,2,2,0.0
97282,2,3,2,2,3,2,0,0,0,2,3,0.0
97284,2,3,2,2,3,2,0,0,0,3,3,0.0
97286,0,3,2,2,3,2,0,1,0,2,4,0.0
97287,1,3,2,2,3,2,0,1,0,2,2,0.0
97288,0,3,2,2,3,2,0,0,5,2,3,0.0
97289,0,3,2,2,3,2,1,0,0,1,1,0.0
97291,0,3,2,2,3,2,1,0,0,2,1,0.0
97293,0,3,2,2,3,2,1,2,0,1,2,14.0
97300,0,3,2,2,3,2,0,0,5,1,2,0.0
97303,0,3,2,2,3,2,0,1,0,1,1,273.0
97304,0,3,2,2,3,2,0,5,0,1,2,352.0
97326,5,3,2,2,3,2,1,2,0,1,1,0.0
97327,0,3,2,2,3,2,0,1,0,1,2,0.0
97328,0,3,2,2,3,2,1,2,0,1,2,0.0
97329,3,3,2,2,3,2,0,1,0,1,1,0.0
97331,3,3,2,2,3,2,0,4,0,1,3,0.0
97332,3,3,2,2,3,2,0,4,0,1,0,0.0
97333,1,3,2,2,3,2,1,2,0,1,1,0.0
97334,8,3,2,2,3,2,0,1,0,1,0,0.0
97335,8,3,2,2,3,2,0,1,0,1,1,0.0
97336,0,3,2,2,3,2,1,2,0,1,1,0.0
97337,0,3,2,2,3,2,0,0,0,1,2,0.0
97338,0,3,2,2,3,2,1,0,0,1,2,122.0
97356,0,3,2,2,3,2,0,1,0,1,3,0.0
97358,2,3,2,2,3,2,0,0,5,1,1,0.0
97359,1,3,2,2,3,2,0,0,0,1,1,0.0
97361,5,2,3,2,2,3,1,2,0,1,1,0.0
97362,0,2,3,2,2,3,0,0,0,1,0,0.0
97363,0,2,3,2,2,3,0,1,0,1,0,0.0
97364,3,3,4,3,3,4,0,0,0,2,0,3.0
97365,0,3,4,3,3,4,1,0,0,2,3,22.0
97369,0,3,4,3,3,4,0,4,0,1,1,15.0
97376,0,1,1,2,3,1,0,0,0,1,2,0.0
97377,0,1,1,2,3,1,1,2,0,1,1,0.0
97378,0,1,1,2,3,1,0,5,0,1,3,0.0
97379,0,1,2,3,2,3,0,1,0,1,1,3.0
97380,2,4,2,4,4,1,0,1,0,1,3,10.0
97384,1,4,2,4,4,1,1,2,0,1,0,0.0
97385,5,1,3,2,3,4,0,0,0,2,4,0.0
97386,1,1,3,2,3,4,0,1,0,1,2,0.0
97388,1,1,3,2,3,4,0,1,0,2,2,0.0
97390,1,1,3,2,3,4,0,1,5,1,2,0.0
97391,1,1,3,2,3,4,0,4,5,1,0,0.0
97392,0,1,3,2,3,4,0,1,0,1,1,0.0
97394,3,2,2,2,1,2,1,2,0,1,2,0.0
97395,2,2,2,2,1,2,0,0,0,1,0,0.0
97396,0,2,2,2,1,2,0,1,0,1,2,0.0
97397,0,2,2,2,1,2,0,0,0,1,4,0.0
97398,3,2,2,2,1,2,0,0,0,1,1,0.0
97399,1,2,2,2,1,2,1,0,5,1,5,40.0
97401,4,2,4,3,2,4,0,0,0,1,0,185.0
97417,1,2,4,3,2,4,0,0,0,1,0,0.0
97418,2,3,3,3,3,3,1,2,1,1,5,0.0
97419,7,1,4,2,2,4,1,3,0,2,2,382.0
97454,0,1,4,2,2,4,0,0,0,1,0,0.0
97455,8,1,4,2,2,4,0,0,0,1,2,116.0
97484,4,1,4,2,2,4,0,0,0,1,4,0.0
97485,6,1,4,2,2,4,1,2,0,1,0,0.0
97486,1,1,4,2,2,4,1,0,0,1,2,109.0
97493,1,1,4,2,2,4,0,0,0,1,0,7.0
97496,0,3,3,1,2,3,0,0,0,1,2,0.0
97497,0,3,3,1,2,3,0,4,0,2,3,0.0
97498,1,3,3,1,2,3,0,0,0,1,1,4.0
97499,5,3,3,1,2,3,1,2,0,1,0,0.0
97500,0,3,3,4,3,3,0,0,0,1,4,9.0
97505,2,2,3,1,1,4,0,4,4,2,1,9.0
97510,0,2,3,1,1,4,0,0,0,1,4,0.0
97511,0,2,3,1,1,4,0,1,0,1,2,0.0
97512,8,2,3,1,1,4,0,0,5,1,3,0.0
97513,3,2,3,1,2,4,0,5,2,2,4,213.0
97531,0,2,3,1,2,4,0,0,0,1,1,0.0
97532,0,2,2,4,4,3,1,3,0,3,1,98.0
97549,3,2,2,4,4,3,0,4,2,2,4,34.0
97555,0,2,2,4,4,3,0,4,0,1,1,16.0
97557,1,2,2,4,4,3,1,2,0,1,3,0.0
97558,2,2,2,4,4,3,0,0,0,1,4,0.0
97559,1,2,2,4,4,3,0,1,0,1,1,0.0
97560,6,2,3,3,2,4,0,1,0,1,1,0.0
97561,0,2,2,3,4,2,0,4,0,2,1,0.0
97562,3,2,2,3,4,2,0,0,2,2,2,114.0
97574,8,2,2,3,4,2,0,0,5,2,4,0.0
97575,0,2,2,3,4,2,1,2,0,1,4,42.0
97579,4,2,2,3,4,2,1,3,0,1,4,174.0
97614,2,2,2,3,4,2,1,0,1,1,5,847.0
97657,3,2,2,3,4,2,0,0,2,1,1,0.0
97658,0,4,1,4,4,1,0,1,0,3,4,0.0
97659,1,4,1,4,4,1,1,3,0,3,4,0.0
97660,1,4,1,4,4,1,1,0,0,1,4,1554.0
97700,4,4,1,4,4,1,1,3,0,1,4,208.0
97731,1,4,1,4,4,1,0,4,0,1,4,92.0
97742,7,3,3,4,4,3,1,2,0,2,1,15.0
97747,8,3,3,4,4,3,0,0,0,1,0,0.0
97748,0,3,3,4,4,3,0,1,0,1,3,0.0
97749,3,4,1,4,4,1,0,0,2,1,2,350.0
97795,0,4,1,4,4,1,0,0,0,2,1,9.0
97797,0,4,1,4,4,1,0,0,0,3,2,9.0
97806,7,4,1,4,4,1,0,4,0,2,3,0.0
97809,0,4,1,4,4,1,0,4,0,1,1,21.0
97814,2,4,1,4,4,1,0,0,0,1,4,1.0
97816,1,1,2,4,4,3,0,1,0,2,2,0.0
97817,4,1,2,4,4,3,0,0,0,1,3,0.0
97818,0,2,1,4,4,2,0,0,0,2,2,0.0
97819,0,2,1,4,4,2,0,4,0,2,3,134.0
97844,8,2,1,4,4,2,0,0,0,1,2,0.0
97845,2,4,3,3,3,2,0,4,0,1,2,0.0
97847,4,4,3,3,3,2,0,0,0,1,0,6.0
97852,4,4,3,3,3,2,0,0,0,1,2,0.0
97853,5,4,3,3,3,2,0,1,0,1,5,0.0
97855,0,2,2,2,3,3,0,1,0,3,3,0.0
97858,0,2,2,2,3,3,0,3,0,4,3,0.0
97861,1,2,2,2,3,3,0,0,0,3,3,0.0
97862,0,2,2,2,3,3,0,1,0,2,4,0.0
97863,4,2,2,2,3,3,0,5,0,1,1,0.0
97864,0,1,1,4,4,1,0,1,0,2,3,0.0
97865,4,1,1,4,4,1,0,0,0,1,4,0.0
97866,0,1,1,4,4,1,0,4,0,1,3,0.0
97867,4,1,1,4,4,1,0,0,0,1,3,0.0
97868,0,1,1,4,4,1,0,4,0,1,0,0.0
97869,1,1,1,4,4,1,0,5,0,1,3,0.0
97870,2,3,1,3,3,1,0,0,0,1,0,211.0
97896,1,3,2,2,1,2,0,0,0,4,1,17.0
97902,2,3,2,2,1,2,1,0,1,1,5,195.0
97913,1,2,3,2,1,3,0,1,0,4,3,13.0
97916,1,2,3,2,1,3,1,2,0,1,1,0.0
97917,0,1,3,1,2,3,0,0,0,2,1,0.0
97918,3,3,4,2,3,4,0,4,0,1,0,0.0
97920,0,3,4,2,3,4,0,0,0,1,0,3.0
97921,1,3,4,2,3,4,1,2,0,1,1,0.0
97922,8,4,2,4,4,1,0,0,0,2,3,122.0
97923,8,4,2,4,4,1,0,0,0,2,3,0.0
97984,8,4,2,4,4,1,0,4,0,3,3,122.0
97985,8,4,2,4,4,1,0,4,0,3,3,0.0
97986,0,4,2,4,4,1,0,0,0,1,1,34.0
97996,0,4,2,4,4,1,1,2,0,1,5,0.0
98006,0,4,2,4,4,1,0,0,0,1,1,6.0
98007,5,4,2,4,4,1,0,0,0,1,2,12.0
98013,0,3,4,2,3,4,0,5,0,2,4,0.0
98014,4,3,4,2,3,4,0,0,0,1,1,0.0
98015,1,3,4,2,3,4,0,1,0,1,2,0.0
98016,3,3,4,2,3,4,0,0,2,1,1,19.0
98024,0,3,4,2,3,4,0,1,0,1,0,0.0
98025,4,3,4,2,3,4,0,0,0,1,0,0.0
98026,0,4,4,1,1,3,0,1,0,1,2,0.0
98027,5,4,4,1,1,3,0,0,0,2,3,129.0
98050,3,4,4,1,1,3,0,3,2,1,4,0.0
98051,0,4,4,1,1,3,1,2,0,2,0,0.0
98052,1,4,4,1,1,3,0,4,0,2,1,20.0
98055,0,4,4,1,1,3,0,0,0,3,5,0.0
98056,0,4,4,1,1,3,0,5,0,2,3,15.0
98066,1,4,4,1,1,3,0,1,0,1,0,0.0
98067,3,4,4,1,1,3,0,0,0,1,1,5.0
98069,4,4,4,1,1,3,0,3,0,1,4,0.0
98070,3,4,4,1,1,3,0,5,0,1,0,0.0
98071,0,1,4,1,1,4,1,2,0,2,4,0.0
98072,1,1,4,1,1,4,0,4,5,1,0,6.0
98074,1,4,3,3,3,3,0,4,0,2,3,0.0
98075,2,4,3,3,3,3,0,0,0,2,2,9.0
98084,3,4,3,3,3,3,0,0,2,2,3,0.0
98085,3,4,3,3,3,3,0,0,2,2,3,75.0
98086,3,4,3,3,3,3,0,0,2,3,3,0.0
98087,3,4,3,3,3,3,0,0,2,3,3,75.0
98110,3,3,3,1,1,3,0,0,2,1,0,0.0
98111,0,4,4,3,2,3,0,0,0,2,1,0.0
98112,6,4,4,3,2,3,1,0,0,1,5,0.0
98113,6,4,4,3,2,3,1,0,0,1,5,239.0
98114,6,4,4,3,2,3,1,5,0,2,5,0.0
98115,6,4,4,3,2,3,1,5,0,2,5,239.0
98170,0,4,4,3,2,3,0,5,0,1,0,0.0
98171,0,4,4,3,2,3,0,0,0,1,3,0.0
98172,6,1,2,4,4,3,0,0,0,2,2,73.0
98193,3,1,2,4,4,3,0,4,0,2,0,24.0
98201,7,1,2,4,4,3,1,3,0,1,1,0.0
98202,7,1,2,4,4,3,1,3,0,1,0,0.0
98203,0,1,2,4,4,3,0,3,0,1,1,0.0
98204,2,3,3,3,3,3,0,0,0,3,0,0.0
98208,1,3,3,3,3,3,0,0,0,1,1,48.0
98209,1,3,3,3,3,3,1,0,0,2,1,0.0
98210,1,3,3,3,3,3,1,0,0,2,1,48.0
98213,3,4,3,4,3,2,0,0,0,3,3,0.0
98214,1,4,3,4,3,2,0,1,0,1,4,61.0
98224,2,4,3,4,3,2,0,0,0,2,4,261.0
98249,3,4,3,4,3,2,0,0,2,1,3,7.0
98253,0,4,3,4,3,2,0,1,0,1,3,5.0
98256,3,4,3,4,3,2,0,0,0,1,0,0.0
98257,1,4,3,4,3,2,0,1,0,1,4,0.0
