week,Community Transit,Everett Transit,King County Metro,Kitsap Transit,Pierce Transit,Sound Transit,card_id
2022-01-23,,,5.0,,,,42854-3
2022-01-23,,,5.0,,,,42854-4
2022-01-30,,,7.0,,,1.0,42854-3
2022-01-30,,,7.0,,,1.0,42854-4
2022-02-06,,,11.0,,,4.0,42854-3
2022-02-06,,,11.0,,,4.0,42854-4
2022-02-13,,,9.0,,,8.0,42854-3
2022-02-13,,,9.0,,,8.0,42854-4
2022-02-20,,,1.0,,,1.0,42854-3
2022-02-20,,,1.0,,,1.0,42854-4
2022-02-27,,,3.0,,,,42854-3
2022-02-27,,,3.0,,,,42854-4
2022-03-06,,,10.0,,,2.0,42854-3
2022-03-06,,,10.0,,,2.0,42854-4
2021-11-07,,,2.0,,,1.0,224526-2
2021-11-07,,,2.0,,,1.0,224526-3
2021-11-14,,,4.0,,,,224526-2
2021-11-14,,,4.0,,,,224526-3
2021-11-21,,,7.0,,,,224526-2
2021-11-21,,,7.0,,,,224526-3
2021-11-28,,,3.0,,,1.0,224526-2
2021-11-28,,,3.0,,,1.0,224526-3
2021-12-05,,,4.0,,,,224526-2
2021-12-05,,,4.0,,,,224526-3
2021-12-12,,,8.0,,,,224526-2
2021-12-12,,,8.0,,,,224526-3
2021-12-19,,,5.0,,,,224526-2
2021-12-19,,,5.0,,,,224526-3
2021-12-26,,,1.0,,,2.0,224526-2
2021-12-26,,,1.0,,,2.0,224526-3
2022-01-09,,,2.0,,,,224526-2
2022-01-09,,,2.0,,,,224526-3
2022-01-16,,,1.0,,,,224526-2
2022-01-16,,,1.0,,,,224526-3
2022-02-13,,,2.0,,,,224526-2
2022-02-13,,,2.0,,,,224526-3
2021-11-07,,,1.0,,,,60766-3
2021-11-07,,,1.0,,,,60766-4
2021-11-14,,,4.0,,,,60766-3
2021-11-14,,,4.0,,,,60766-4
2021-11-21,,,2.0,,,,60766-3
2021-11-21,,,2.0,,,,60766-4
2021-12-05,,,1.0,,,,60766-3
2021-12-05,,,1.0,,,,60766-4
2021-12-12,,,1.0,,,,60766-3
2021-12-12,,,1.0,,,,60766-4
2021-12-26,,,1.0,,,,60766-3
2021-12-26,,,1.0,,,,60766-4
2022-01-09,,,2.0,,,,60766-3
2022-01-09,,,2.0,,,,60766-4
2021-11-07,,,11.0,,,4.0,234964-1
2021-11-07,,,11.0,,,4.0,234964-2
2021-11-14,,,4.0,,,,234964-1
2021-11-14,,,4.0,,,,234964-2
2021-11-21,,,11.0,,,3.0,234964-1
2021-11-21,,,11.0,,,3.0,234964-2
2021-11-28,,,6.0,,,,234964-1
2021-11-28,,,6.0,,,,234964-2
2021-12-05,,,9.0,,,10.0,234964-1
2021-12-05,,,9.0,,,10.0,234964-2
2021-12-12,,,14.0,,,13.0,234964-1
2021-12-12,,,14.0,,,13.0,234964-2
2021-12-19,,,12.0,,,1.0,234964-1
2021-12-19,,,12.0,,,1.0,234964-2
2021-12-26,,,23.0,,,4.0,234964-1
2021-12-26,,,23.0,,,4.0,234964-2
2022-01-02,,,7.0,,,2.0,234964-1
2022-01-02,,,7.0,,,2.0,234964-2
2022-01-09,,,27.0,,,,234964-1
2022-01-09,,,27.0,,,,234964-2
2022-01-16,,,13.0,,,,234964-1
2022-01-16,,,13.0,,,,234964-2
2022-01-23,,,7.0,,,,234964-1
2022-01-23,,,7.0,,,,234964-2
2022-01-30,,,11.0,,,2.0,234964-1
2022-01-30,,,11.0,,,2.0,234964-2
2022-02-06,,,6.0,,,1.0,234964-1
2022-02-06,,,6.0,,,1.0,234964-2
2022-02-13,,,7.0,,,,234964-1
2022-02-13,,,7.0,,,,234964-2
2022-02-20,,,6.0,,,,234964-1
2022-02-20,,,6.0,,,,234964-2
2022-02-27,,,7.0,,,,234964-1
2022-02-27,,,7.0,,,,234964-2
2022-03-06,,,11.0,,,,234964-1
2022-03-06,,,11.0,,,,234964-2
2021-11-07,,,12.0,,,7.0,232860-2
2021-11-07,,,12.0,,,7.0,232860-3
2021-11-14,,,10.0,,,4.0,232860-2
2021-11-14,,,10.0,,,4.0,232860-3
2021-11-21,,,7.0,,,4.0,232860-2
2021-11-21,,,7.0,,,4.0,232860-3
2021-11-28,,,2.0,,,2.0,232860-2
2021-11-28,,,2.0,,,2.0,232860-3
2021-12-05,,,5.0,,,3.0,232860-2
2021-12-05,,,5.0,,,3.0,232860-3
2021-11-07,,,2.0,,,5.0,229538-2
2021-11-07,,,2.0,,,5.0,229538-3
2021-11-14,,,,,,1.0,229538-2
2021-11-14,,,,,,1.0,229538-3
2021-11-21,,,6.0,,,,229538-2
2021-11-21,,,6.0,,,,229538-3
2021-12-05,,,2.0,,,,229538-2
2021-12-05,,,2.0,,,,229538-3
2021-11-07,,,9.0,,,,12596-4
2021-11-07,,,9.0,,,,12596-5
2021-11-14,,,2.0,,,,12596-4
2021-11-14,,,2.0,,,,12596-5
2021-11-21,,,7.0,,,1.0,12596-4
2021-11-21,,,7.0,,,1.0,12596-5
2021-11-28,,,9.0,,,1.0,12596-4
2021-11-28,,,9.0,,,1.0,12596-5
2021-12-05,,,13.0,,,1.0,12596-4
2021-12-05,,,13.0,,,1.0,12596-5
2021-12-12,,,8.0,,,,12596-4
2021-12-12,,,8.0,,,,12596-5
2021-12-19,,,13.0,,,,12596-4
2021-12-19,,,13.0,,,,12596-5
2021-12-26,,,15.0,,,,12596-4
2021-12-26,,,15.0,,,,12596-5
2022-01-02,,,5.0,,,1.0,12596-4
2022-01-02,,,5.0,,,1.0,12596-5
2021-11-07,,,10.0,,,2.0,62192-2
2021-11-07,,,10.0,,,2.0,62192-3
2021-11-14,,,6.0,,,1.0,62192-2
2021-11-14,,,6.0,,,1.0,62192-3
2021-11-21,,,9.0,,,,62192-2
2021-11-21,,,9.0,,,,62192-3
2021-11-28,,,9.0,,,1.0,62192-2
2021-11-28,,,9.0,,,1.0,62192-3
2021-12-05,,,6.0,,,2.0,62192-2
2021-12-05,,,6.0,,,2.0,62192-3
2021-12-12,,,5.0,,,1.0,62192-2
2021-12-12,,,5.0,,,1.0,62192-3
2021-12-19,,,7.0,,,2.0,62192-2
2021-12-19,,,7.0,,,2.0,62192-3
2022-01-02,,,2.0,,,1.0,62192-2
2022-01-02,,,2.0,,,1.0,62192-3
2022-01-09,,,2.0,,,,62192-2
2022-01-09,,,2.0,,,,62192-3
2022-01-16,,,6.0,,,1.0,62192-2
2022-01-16,,,6.0,,,1.0,62192-3
2022-01-23,,,7.0,,,,62192-2
2022-01-23,,,7.0,,,,62192-3
2022-01-30,,,12.0,,,,62192-2
2022-01-30,,,12.0,,,,62192-3
2022-02-06,,,10.0,,,,62192-2
2022-02-06,,,10.0,,,,62192-3
2022-02-13,,,4.0,,,,62192-2
2022-02-13,,,4.0,,,,62192-3
2022-02-20,,,4.0,,,,62192-2
2022-02-20,,,4.0,,,,62192-3
2022-02-27,,,2.0,,,,62192-2
2022-02-27,,,2.0,,,,62192-3
2022-03-06,,,5.0,,,,62192-2
2022-03-06,,,5.0,,,,62192-3
2021-11-07,,,2.0,,,5.0,51738-3
2021-11-07,,,2.0,,,5.0,51738-4
2021-11-14,,,2.0,,,2.0,51738-3
2021-11-14,,,2.0,,,2.0,51738-4
2021-11-21,,,2.0,,,2.0,51738-3
2021-11-21,,,2.0,,,2.0,51738-4
2021-11-28,,,2.0,,,3.0,51738-3
2021-11-28,,,2.0,,,3.0,51738-4
2021-12-05,,,2.0,,,3.0,51738-3
2021-12-05,,,2.0,,,3.0,51738-4
2021-12-12,,,7.0,,,,51738-3
2021-12-12,,,7.0,,,,51738-4
2021-12-19,,,7.0,,,2.0,51738-3
2021-12-19,,,7.0,,,2.0,51738-4
2021-12-26,,,4.0,,,2.0,51738-3
2021-12-26,,,4.0,,,2.0,51738-4
2022-01-02,,,2.0,,,1.0,51738-3
2022-01-02,,,2.0,,,1.0,51738-4
2022-01-23,,,2.0,,,,51738-3
2022-01-23,,,2.0,,,,51738-4
2022-01-30,,,4.0,,,,51738-3
2022-01-30,,,4.0,,,,51738-4
2022-02-06,,,,,,2.0,51738-3
2022-02-06,,,,,,2.0,51738-4
2022-02-13,,,,,,3.0,51738-3
2022-02-13,,,,,,3.0,51738-4
2022-02-20,,,1.0,,,,51738-3
2022-02-20,,,1.0,,,,51738-4
2022-03-06,,,3.0,,,,51738-3
2022-03-06,,,3.0,,,,51738-4
2021-11-21,,,2.0,,,2.0,137468-2
2021-11-21,,,2.0,,,2.0,137468-3
2021-11-28,,,2.0,,,,137468-2
2021-11-28,,,2.0,,,,137468-3
2021-12-05,,,2.0,,,,137468-2
2021-12-05,,,2.0,,,,137468-3
2021-12-12,,,3.0,,,,137468-2
2021-12-12,,,3.0,,,,137468-3
2021-12-19,,,7.0,,,,137468-2
2021-12-19,,,7.0,,,,137468-3
2021-12-26,,,8.0,,,2.0,137468-2
2021-12-26,,,8.0,,,2.0,137468-3
2022-01-09,,,6.0,,,4.0,137468-2
2022-01-09,,,6.0,,,4.0,137468-3
2022-01-16,,,7.0,,,2.0,137468-2
2022-01-16,,,7.0,,,2.0,137468-3
2022-01-23,,,6.0,,,8.0,137468-2
2022-01-23,,,6.0,,,8.0,137468-3
2022-01-30,,,5.0,,,2.0,137468-2
2022-01-30,,,5.0,,,2.0,137468-3
2022-02-06,,,6.0,,,2.0,137468-2
2022-02-06,,,6.0,,,2.0,137468-3
2022-02-13,,,2.0,,,3.0,137468-2
2022-02-13,,,2.0,,,3.0,137468-3
2022-02-20,,,5.0,,,4.0,137468-2
2022-02-20,,,5.0,,,4.0,137468-3
2022-02-27,,,2.0,,,9.0,137468-2
2022-02-27,,,2.0,,,9.0,137468-3
2022-03-06,,,6.0,,,6.0,137468-2
2022-03-06,,,6.0,,,6.0,137468-3
2021-11-07,,,8.0,,,1.0,137466-3
2021-11-07,,,8.0,,,1.0,137466-4
2021-11-14,,,8.0,,,,137466-3
2021-11-14,,,8.0,,,,137466-4
2021-11-21,,,9.0,,,3.0,137466-3
2021-11-21,,,9.0,,,3.0,137466-4
2021-11-28,,,2.0,,,,137466-3
2021-11-28,,,2.0,,,,137466-4
2021-12-05,,,2.0,,,,137466-3
2021-12-05,,,2.0,,,,137466-4
2021-12-12,,,3.0,,,,137466-3
2021-12-12,,,3.0,,,,137466-4
2021-12-19,,,14.0,,,2.0,137466-3
2021-12-19,,,14.0,,,2.0,137466-4
2021-12-26,,,9.0,,,2.0,137466-3
2021-12-26,,,9.0,,,2.0,137466-4
2022-01-02,,,2.0,,,4.0,137466-3
2022-01-02,,,2.0,,,4.0,137466-4
2022-01-09,,,9.0,,,6.0,137466-3
2022-01-09,,,9.0,,,6.0,137466-4
2022-01-16,,,7.0,,,2.0,137466-3
2022-01-16,,,7.0,,,2.0,137466-4
2022-01-23,,,6.0,,,8.0,137466-3
2022-01-23,,,6.0,,,8.0,137466-4
2022-01-30,,,7.0,,,4.0,137466-3
2022-01-30,,,7.0,,,4.0,137466-4
2022-02-06,,,8.0,,,2.0,137466-3
2022-02-06,,,8.0,,,2.0,137466-4
2022-02-13,,,4.0,,,5.0,137466-3
2022-02-13,,,4.0,,,5.0,137466-4
2022-02-20,,,7.0,,,4.0,137466-3
2022-02-20,,,7.0,,,4.0,137466-4
2022-02-27,,,2.0,,,9.0,137466-3
2022-02-27,,,2.0,,,9.0,137466-4
2022-03-06,,,6.0,,,6.0,137466-3
2022-03-06,,,6.0,,,6.0,137466-4
2021-11-07,,,8.0,,,2.0,52106-2
2021-11-07,,,8.0,,,2.0,52106-3
2021-11-14,,,10.0,,,,52106-2
2021-11-14,,,10.0,,,,52106-3
2021-11-21,,,15.0,,,2.0,52106-2
2021-11-21,,,15.0,,,2.0,52106-3
2021-11-28,,,5.0,,,,52106-2
2021-11-28,,,5.0,,,,52106-3
2021-12-05,,,8.0,,,2.0,52106-2
2021-12-05,,,8.0,,,2.0,52106-3
2021-12-12,,,6.0,,,2.0,52106-2
2021-12-12,,,6.0,,,2.0,52106-3
2021-12-19,,,4.0,,,,52106-2
2021-12-19,,,4.0,,,,52106-3
2021-12-26,,,4.0,,,,52106-2
2021-12-26,,,4.0,,,,52106-3
2022-01-02,,,6.0,,,,52106-2
2022-01-02,,,6.0,,,,52106-3
2022-01-09,,,6.0,,,,52106-2
2022-01-09,,,6.0,,,,52106-3
2022-01-16,,,2.0,,,,52106-2
2022-01-16,,,2.0,,,,52106-3
2022-01-23,,,6.0,,,,52106-2
2022-01-23,,,6.0,,,,52106-3
2022-01-30,,,3.0,,,,52106-2
2022-01-30,,,3.0,,,,52106-3
2022-02-06,,,5.0,,,,52106-2
2022-02-06,,,5.0,,,,52106-3
2022-02-13,,,9.0,,,,52106-2
2022-02-13,,,9.0,,,,52106-3
2022-02-20,,,1.0,,,,52106-2
2022-02-20,,,1.0,,,,52106-3
2022-02-27,,,9.0,,,,52106-2
2022-02-27,,,9.0,,,,52106-3
2022-03-06,,,3.0,,,2.0,52106-2
2022-03-06,,,3.0,,,2.0,52106-3
2021-11-07,,,8.0,,,1.0,31728-4
2021-11-07,,,8.0,,,1.0,31728-5
2021-11-21,,,1.0,,,1.0,31728-4
2021-11-21,,,1.0,,,1.0,31728-5
2021-11-28,,,,,,1.0,31728-4
2021-11-28,,,,,,1.0,31728-5
2021-12-19,,,5.0,,,1.0,31728-4
2021-12-19,,,5.0,,,1.0,31728-5
2021-12-26,,,7.0,,,1.0,31728-4
2021-12-26,,,7.0,,,1.0,31728-5
2022-01-09,,,5.0,,,,31728-4
2022-01-09,,,5.0,,,,31728-5
2022-01-23,,,1.0,,,,31728-4
2022-01-23,,,1.0,,,,31728-5
2022-01-30,,,2.0,,,,31728-4
2022-01-30,,,2.0,,,,31728-5
2021-11-07,,,6.0,,,,73034-2
2021-11-07,,,6.0,,,,73034-3
2021-11-14,,,8.0,,,,73034-2
2021-11-14,,,8.0,,,,73034-3
2021-11-21,,,6.0,,,,73034-2
2021-11-21,,,6.0,,,,73034-3
2021-12-05,,,4.0,,,,73034-2
2021-12-05,,,4.0,,,,73034-3
2021-12-12,,,6.0,,,,73034-2
2021-12-12,,,6.0,,,,73034-3
2021-12-19,,,2.0,,,,73034-2
2021-12-19,,,2.0,,,,73034-3
2021-12-26,,,4.0,,,,73034-2
2021-12-26,,,4.0,,,,73034-3
2022-01-02,,,2.0,,,,73034-2
2022-01-02,,,2.0,,,,73034-3
2022-01-09,,,1.0,,,,73034-2
2022-01-09,,,1.0,,,,73034-3
2022-01-16,,,2.0,,,,73034-2
2022-01-16,,,2.0,,,,73034-3
2022-01-23,,,1.0,,,,73034-2
2022-01-23,,,1.0,,,,73034-3
2022-02-06,,,1.0,,,,73034-2
2022-02-06,,,1.0,,,,73034-3
2022-02-13,,,3.0,,,,73034-2
2022-02-13,,,3.0,,,,73034-3
2022-02-27,,,1.0,,,,73034-2
2022-02-27,,,1.0,,,,73034-3
2022-03-06,,,1.0,,,,73034-2
2022-03-06,,,1.0,,,,73034-3
2021-11-07,,,1.0,,,,26766-4
2021-11-07,,,1.0,,,,26766-5
2021-11-14,,,6.0,,,2.0,26766-4
2021-11-14,,,6.0,,,2.0,26766-5
2021-11-21,,,1.0,,,2.0,26766-4
2021-11-21,,,1.0,,,2.0,26766-5
2021-11-28,,,4.0,,,2.0,26766-4
2021-11-28,,,4.0,,,2.0,26766-5
2021-12-05,,,7.0,,,2.0,26766-4
2021-12-05,,,7.0,,,2.0,26766-5
2021-12-12,,,2.0,,,,26766-4
2021-12-12,,,2.0,,,,26766-5
2021-12-19,,,4.0,,,2.0,26766-4
2021-12-19,,,4.0,,,2.0,26766-5
2021-12-26,,,3.0,,,1.0,26766-4
2021-12-26,,,3.0,,,1.0,26766-5
2022-01-02,,,,,,1.0,26766-4
2022-01-02,,,,,,1.0,26766-5
2022-01-09,,,1.0,,,,26766-4
2022-01-09,,,1.0,,,,26766-5
2022-01-16,,,5.0,,,2.0,26766-4
2022-01-16,,,5.0,,,2.0,26766-5
2022-01-23,,,5.0,,,2.0,26766-4
2022-01-23,,,5.0,,,2.0,26766-5
2022-01-30,,,4.0,,,,26766-4
2022-01-30,,,4.0,,,,26766-5
2022-02-06,,,4.0,,,,26766-4
2022-02-06,,,4.0,,,,26766-5
2022-02-13,,,6.0,,,1.0,26766-4
2022-02-13,,,6.0,,,1.0,26766-5
2022-02-27,,,10.0,,,,26766-4
2022-02-27,,,10.0,,,,26766-5
2022-03-06,,,6.0,,,,26766-4
2022-03-06,,,6.0,,,,26766-5
2021-11-07,,,8.0,,,,138162-2
2021-11-07,,,8.0,,,,138162-3
2021-11-14,,,7.0,,,,138162-2
2021-11-14,,,7.0,,,,138162-3
2021-11-21,,,14.0,,,,138162-2
2021-11-21,,,14.0,,,,138162-3
2021-11-28,,,2.0,,,,138162-2
2021-11-28,,,2.0,,,,138162-3
2021-12-05,,,3.0,,,,138162-2
2021-12-05,,,3.0,,,,138162-3
2021-12-12,,,25.0,,,,138162-2
2021-12-12,,,25.0,,,,138162-3
2021-12-19,,,2.0,,,,138162-2
2021-12-19,,,2.0,,,,138162-3
2021-12-26,,,8.0,,,2.0,138162-2
2021-12-26,,,8.0,,,2.0,138162-3
2022-01-02,,,4.0,,,,138162-2
2022-01-02,,,4.0,,,,138162-3
2022-01-09,,,5.0,,,,138162-2
2022-01-09,,,5.0,,,,138162-3
2022-01-16,,,2.0,,,,138162-2
2022-01-16,,,2.0,,,,138162-3
2022-01-30,,,9.0,,,,138162-2
2022-01-30,,,9.0,,,,138162-3
2022-02-06,,,11.0,,,,138162-2
2022-02-06,,,11.0,,,,138162-3
2022-02-20,,,19.0,,,2.0,138162-2
2022-02-20,,,19.0,,,2.0,138162-3
2022-02-27,,,5.0,,,,138162-2
2022-02-27,,,5.0,,,,138162-3
2022-03-06,,,12.0,,,2.0,138162-2
2022-03-06,,,12.0,,,2.0,138162-3
2021-11-07,,,9.0,,,3.0,117074-3
2021-11-07,,,9.0,,,3.0,117074-4
2021-11-14,,,8.0,,,3.0,117074-3
2021-11-14,,,8.0,,,3.0,117074-4
2021-11-21,,,21.0,,,7.0,117074-3
2021-11-21,,,21.0,,,7.0,117074-4
2021-11-28,,,10.0,,,6.0,117074-3
2021-11-28,,,10.0,,,6.0,117074-4
2021-12-05,,,11.0,,,3.0,117074-3
2021-12-05,,,11.0,,,3.0,117074-4
2021-12-12,,,15.0,,,6.0,117074-3
2021-12-12,,,15.0,,,6.0,117074-4
2021-12-19,,,5.0,,,4.0,117074-3
2021-12-19,,,5.0,,,4.0,117074-4
2021-12-26,,,7.0,,,1.0,117074-3
2021-12-26,,,7.0,,,1.0,117074-4
2022-01-02,,,6.0,,,3.0,117074-3
2022-01-02,,,6.0,,,3.0,117074-4
2022-01-09,,,12.0,,,4.0,117074-3
2022-01-09,,,12.0,,,4.0,117074-4
2022-01-16,,,17.0,,,11.0,117074-3
2022-01-16,,,17.0,,,11.0,117074-4
2022-01-23,,,18.0,,,8.0,117074-3
2022-01-23,,,18.0,,,8.0,117074-4
2022-01-30,,,12.0,,,7.0,117074-3
2022-01-30,,,12.0,,,7.0,117074-4
2022-02-06,,,9.0,,,9.0,117074-3
2022-02-06,,,9.0,,,9.0,117074-4
2022-02-13,,,20.0,,,4.0,117074-3
2022-02-13,,,20.0,,,4.0,117074-4
2022-02-20,,,19.0,,,7.0,117074-3
2022-02-20,,,19.0,,,7.0,117074-4
2022-02-27,,,13.0,,,3.0,117074-3
2022-02-27,,,13.0,,,3.0,117074-4
2022-03-06,,,9.0,,,9.0,117074-3
2022-03-06,,,9.0,,,9.0,117074-4
2021-11-07,,,9.0,,,,123682-2
2021-11-07,,,9.0,,,,123682-3
2021-11-14,,,2.0,,,,123682-2
2021-11-14,,,2.0,,,,123682-3
2021-11-21,,,9.0,,,1.0,123682-2
2021-11-21,,,9.0,,,1.0,123682-3
2021-11-28,,,8.0,,,,123682-2
2021-11-28,,,8.0,,,,123682-3
2021-12-05,,,11.0,,,,123682-2
2021-12-05,,,11.0,,,,123682-3
2021-12-19,,,3.0,,,,123682-2
2021-12-19,,,3.0,,,,123682-3
2021-12-26,,,2.0,,,,123682-2
2021-12-26,,,2.0,,,,123682-3
2022-01-02,,,1.0,,,,123682-2
2022-01-02,,,1.0,,,,123682-3
2022-01-09,,,15.0,,,,123682-2
2022-01-09,,,15.0,,,,123682-3
2022-01-16,,,9.0,,,,123682-2
2022-01-16,,,9.0,,,,123682-3
2022-01-23,,,11.0,,,,123682-2
2022-01-23,,,11.0,,,,123682-3
2022-01-30,,,22.0,,,,123682-2
2022-01-30,,,22.0,,,,123682-3
2022-02-06,,,5.0,,,,123682-2
2022-02-06,,,5.0,,,,123682-3
2022-02-13,,,10.0,,,,123682-2
2022-02-13,,,10.0,,,,123682-3
2022-02-20,,,24.0,,,,123682-2
2022-02-20,,,24.0,,,,123682-3
2022-02-27,,,13.0,,,,123682-2
2022-02-27,,,13.0,,,,123682-3
2022-03-06,,,11.0,,,,123682-2
2022-03-06,,,11.0,,,,123682-3
2021-11-07,,,2.0,,,,17656-3
2021-11-07,,,2.0,,,,17656-4
2021-11-14,,,3.0,,,2.0,17656-3
2021-11-14,,,3.0,,,2.0,17656-4
2021-11-21,,,2.0,,,1.0,17656-3
2021-11-21,,,2.0,,,1.0,17656-4
2021-11-28,,,5.0,,,,17656-3
2021-11-28,,,5.0,,,,17656-4
2021-12-05,,,6.0,,,2.0,17656-3
2021-12-05,,,6.0,,,2.0,17656-4
2021-12-12,,,2.0,,,,17656-3
2021-12-12,,,2.0,,,,17656-4
2021-12-19,,,3.0,,,1.0,17656-3
2021-12-19,,,3.0,,,1.0,17656-4
2021-12-26,,,8.0,,,3.0,17656-3
2021-12-26,,,8.0,,,3.0,17656-4
2022-01-02,,,7.0,,,,17656-3
2022-01-02,,,7.0,,,,17656-4
2022-01-09,,,9.0,,,,17656-3
2022-01-09,,,9.0,,,,17656-4
2022-01-23,,,3.0,,,1.0,17656-3
2022-01-23,,,3.0,,,1.0,17656-4
2022-01-30,,,3.0,,,2.0,17656-3
2022-01-30,,,3.0,,,2.0,17656-4
2022-02-06,,,10.0,,,3.0,17656-3
2022-02-06,,,10.0,,,3.0,17656-4
2022-02-13,,,9.0,,,5.0,17656-3
2022-02-13,,,9.0,,,5.0,17656-4
2022-02-20,,,7.0,,,5.0,17656-3
2022-02-20,,,7.0,,,5.0,17656-4
2022-02-27,,,4.0,,,3.0,17656-3
2022-02-27,,,4.0,,,3.0,17656-4
2022-03-06,,,3.0,,,2.0,17656-3
2022-03-06,,,3.0,,,2.0,17656-4
2021-11-07,,,13.0,,,3.0,105292-2
2021-11-07,,,13.0,,,3.0,105292-3
2021-11-14,,,16.0,,,,105292-2
2021-11-14,,,16.0,,,,105292-3
2021-11-21,,,22.0,,,3.0,105292-2
2021-11-21,,,22.0,,,3.0,105292-3
2021-11-28,,,19.0,,,5.0,105292-2
2021-11-28,,,19.0,,,5.0,105292-3
2021-12-05,,,22.0,,,5.0,105292-2
2021-12-05,,,22.0,,,5.0,105292-3
2021-12-12,,,12.0,,,,105292-2
2021-12-12,,,12.0,,,,105292-3
2021-12-19,,,14.0,,,5.0,105292-2
2021-12-19,,,14.0,,,5.0,105292-3
2021-12-26,,,10.0,,,4.0,105292-2
2021-12-26,,,10.0,,,4.0,105292-3
2022-01-02,,,19.0,,,4.0,105292-2
2022-01-02,,,19.0,,,4.0,105292-3
2022-01-09,,,16.0,,,5.0,105292-2
2022-01-09,,,16.0,,,5.0,105292-3
2022-01-16,,,12.0,,,3.0,105292-2
2022-01-16,,,12.0,,,3.0,105292-3
2022-01-23,,,13.0,,,7.0,105292-2
2022-01-23,,,13.0,,,7.0,105292-3
2022-01-30,,,12.0,,,1.0,105292-2
2022-01-30,,,12.0,,,1.0,105292-3
2022-02-06,,,15.0,,,9.0,105292-2
2022-02-06,,,15.0,,,9.0,105292-3
2022-02-13,,,11.0,,,3.0,105292-2
2022-02-13,,,11.0,,,3.0,105292-3
2022-02-20,,,13.0,,,6.0,105292-2
2022-02-20,,,13.0,,,6.0,105292-3
2022-02-27,,,12.0,,,4.0,105292-2
2022-02-27,,,12.0,,,4.0,105292-3
2022-03-06,,,21.0,,,7.0,105292-2
2022-03-06,,,21.0,,,7.0,105292-3
2021-11-07,,,14.0,,,,234966-1
2021-11-07,,,14.0,,,,234966-2
2021-11-14,,,16.0,,,,234966-1
2021-11-14,,,16.0,,,,234966-2
2021-11-21,,,15.0,,,,234966-1
2021-11-21,,,15.0,,,,234966-2
2021-11-28,,,11.0,,,,234966-1
2021-11-28,,,11.0,,,,234966-2
2021-12-05,,,9.0,,,,234966-1
2021-12-05,,,9.0,,,,234966-2
2021-12-12,,,15.0,,,,234966-1
2021-12-12,,,15.0,,,,234966-2
2021-12-19,,,14.0,,,,234966-1
2021-12-19,,,14.0,,,,234966-2
2021-12-26,,,14.0,,,,234966-1
2021-12-26,,,14.0,,,,234966-2
2022-01-02,,,10.0,,,2.0,234966-1
2022-01-02,,,10.0,,,2.0,234966-2
2022-01-09,,,7.0,,,,234966-1
2022-01-09,,,7.0,,,,234966-2
2022-01-16,,,10.0,,,,234966-1
2022-01-16,,,10.0,,,,234966-2
2022-01-23,,,13.0,,,,234966-1
2022-01-23,,,13.0,,,,234966-2
2022-01-30,,,8.0,,,,234966-1
2022-01-30,,,8.0,,,,234966-2
2022-02-06,,,7.0,,,,234966-1
2022-02-06,,,7.0,,,,234966-2
2022-02-13,,,6.0,,,,234966-1
2022-02-13,,,6.0,,,,234966-2
2022-02-20,,,13.0,,,,234966-1
2022-02-20,,,13.0,,,,234966-2
2022-02-27,,,8.0,,,,234966-1
2022-02-27,,,8.0,,,,234966-2
2022-03-06,,,16.0,,,,234966-1
2022-03-06,,,16.0,,,,234966-2
2021-11-07,,,4.0,,,,132418-3
2021-11-07,,,4.0,,,,132418-4
2021-11-14,,,3.0,,,1.0,132418-3
2021-11-14,,,3.0,,,1.0,132418-4
2021-11-21,,,3.0,,,,132418-3
2021-11-21,,,3.0,,,,132418-4
2021-12-12,,,6.0,,,1.0,132418-3
2021-12-12,,,6.0,,,1.0,132418-4
2021-12-19,,,5.0,,,2.0,132418-3
2021-12-19,,,5.0,,,2.0,132418-4
2021-12-26,,,3.0,,,2.0,132418-3
2021-12-26,,,3.0,,,2.0,132418-4
2022-01-02,,,3.0,,,,132418-3
2022-01-02,,,3.0,,,,132418-4
2022-01-16,,,3.0,,,,132418-3
2022-01-16,,,3.0,,,,132418-4
2022-01-23,,,2.0,,,,132418-3
2022-01-23,,,2.0,,,,132418-4
2022-01-30,,,2.0,,,,132418-3
2022-01-30,,,2.0,,,,132418-4
2022-02-13,,,2.0,,,,132418-3
2022-02-13,,,2.0,,,,132418-4
2022-02-20,,,2.0,,,,132418-3
2022-02-20,,,2.0,,,,132418-4
2022-02-27,,,2.0,,,,132418-3
2022-02-27,,,2.0,,,,132418-4
2022-03-06,,,4.0,,,,132418-3
2022-03-06,,,4.0,,,,132418-4
2021-11-07,,,2.0,,,,186418-2
2021-11-07,,,2.0,,,,186418-3
2021-11-14,,,2.0,,,,186418-2
2021-11-14,,,2.0,,,,186418-3
2021-11-28,,,2.0,,,,186418-2
2021-11-28,,,2.0,,,,186418-3
2021-12-12,,,2.0,,,,186418-2
2021-12-12,,,2.0,,,,186418-3
2021-12-19,,,1.0,,,,186418-2
2021-12-19,,,1.0,,,,186418-3
2021-12-26,,,7.0,,,1.0,186418-2
2021-12-26,,,7.0,,,1.0,186418-3
2021-11-14,,,1.0,,,,223396-2
2021-11-14,,,1.0,,,,223396-3
2021-11-21,,,3.0,,,2.0,223396-2
2021-11-21,,,3.0,,,2.0,223396-3
2021-12-05,,,1.0,,,,223396-2
2021-12-05,,,1.0,,,,223396-3
2021-12-12,,,2.0,,,2.0,223396-2
