,RaceDesc,OverallJobAccess_quantileNum_4q,lowwagelaborforce_quantileNum_4q,Access30Transit_quantileNum_4q,Access30Transit_ts_quantileNum_4q,spatialmismatch_quantileNum_4q,OverallJobAccess_quantileNum_10q,lowwagelaborforce_quantileNum_10q,Access30Transit_quantileNum_10q,Access30Transit_ts_quantileNum_10q,spatialmismatch_quantileNum_10q,SAP,Agency,Language,Age_bin,total_boardings
53866,1,1,2,2,2,3,2,7,6,6,8,1,2,0,4,0.0
53867,0,1,2,2,2,3,2,7,6,6,8,0,1,0,3,0.0
53868,0,1,2,2,2,3,2,7,6,6,8,0,0,0,4,0.0
53869,6,1,2,2,2,3,2,7,6,6,8,0,1,0,5,0.0
53870,1,1,2,2,2,3,2,7,6,6,8,0,0,0,2,0.0
53871,0,1,2,2,2,3,2,7,6,6,8,0,0,0,4,0.0
53872,0,1,2,2,2,3,2,7,6,6,8,0,0,0,4,0.0
53873,0,1,2,2,2,3,2,7,6,6,8,0,0,0,1,0.0
53874,0,1,2,2,2,3,2,7,6,6,8,0,4,0,1,0.0
53875,0,1,2,2,2,3,2,7,6,6,8,0,0,0,4,0.0
53876,0,1,2,2,2,3,2,7,6,6,8,0,0,0,1,87.0
53894,8,1,2,2,2,3,2,7,6,6,8,0,1,0,2,0.0
53895,1,2,1,1,1,1,6,4,2,3,3,0,5,0,1,0.0
53896,1,2,1,1,1,1,6,4,2,3,3,1,2,0,3,80.0
53905,1,2,1,1,1,1,6,4,2,3,3,1,3,0,3,0.0
53906,3,2,1,1,1,1,6,4,2,3,3,0,4,2,0,7.0
53911,5,2,1,1,1,1,6,4,2,3,3,1,0,0,5,139.0
53920,3,2,1,1,1,1,6,4,2,3,3,0,0,0,0,455.0
53944,3,2,1,1,1,1,6,4,2,3,3,0,0,2,2,0.0
53945,0,2,1,1,1,1,6,4,2,3,3,0,0,0,0,0.0
53946,4,2,1,1,1,1,6,4,2,3,3,1,0,5,5,0.0
53947,2,2,1,1,1,1,6,4,2,3,3,0,0,0,2,88.0
53962,2,2,1,1,1,1,6,4,2,3,3,0,0,5,0,0.0
53963,0,2,1,1,1,1,6,4,2,3,3,0,4,0,4,40.0
53966,2,2,1,1,1,1,6,4,2,3,3,0,0,5,4,0.0
53967,1,2,1,1,1,1,6,4,2,3,3,1,0,0,4,0.0
53968,0,3,0,0,0,0,8,1,1,2,0,0,5,0,1,0.0
53969,1,3,0,0,0,0,8,1,1,2,0,0,5,0,4,11.0
53972,3,0,0,0,0,1,0,1,0,0,3,0,1,0,1,0.0
53973,4,1,1,2,1,1,2,2,6,4,4,0,0,1,4,199.0
54000,2,1,1,2,1,1,2,2,6,4,4,0,0,0,0,5.0
54002,1,1,1,2,1,1,2,2,6,4,4,1,2,0,0,0.0
54003,0,3,0,2,2,0,9,0,5,6,0,0,0,5,3,24.0
54006,4,3,0,2,2,0,9,0,5,6,0,1,0,0,1,0.0
54007,5,3,0,2,2,0,9,0,5,6,0,0,0,0,0,1.0
54008,1,3,0,2,2,0,9,0,5,6,0,1,0,0,0,8.0
54011,1,3,0,2,2,0,9,0,5,6,0,1,0,0,0,121.0
54018,0,3,0,2,2,0,9,0,5,6,0,0,0,0,2,43.0
54032,0,3,0,2,2,0,9,0,5,6,0,0,0,0,1,0.0
54033,0,0,0,1,0,1,1,1,3,0,3,0,1,0,1,0.0
54034,0,0,0,2,2,0,0,0,5,6,2,0,0,0,4,15.0
54040,3,0,0,2,2,0,0,0,5,6,2,0,0,0,0,4.0
54044,0,2,0,2,2,0,5,1,7,7,2,0,0,0,2,0.0
54045,0,2,0,2,2,0,5,1,7,7,2,0,0,0,1,6.0
54048,5,2,0,2,2,0,5,1,7,7,2,0,0,0,4,0.0
54049,5,2,0,2,2,0,5,1,7,7,2,0,0,0,1,0.0
54050,0,2,0,2,2,0,5,1,7,7,2,0,4,0,1,24.0
54060,0,1,3,1,0,3,4,8,4,1,8,0,0,0,1,0.0
54061,0,1,3,1,0,3,4,8,4,1,8,1,2,0,1,0.0
54062,8,1,3,1,0,3,4,8,4,1,8,0,1,0,0,0.0
54063,5,1,3,1,0,3,4,8,4,1,8,0,0,0,1,0.0
54064,1,1,3,1,0,3,4,8,4,1,8,0,1,0,3,0.0
54065,5,1,3,1,0,3,4,8,4,1,8,1,2,0,1,0.0
54066,0,1,0,1,2,0,2,0,4,5,1,1,2,0,3,0.0
54067,1,1,0,1,2,0,2,0,4,5,1,1,2,0,4,0.0
54068,0,2,1,2,2,1,5,2,6,7,2,0,5,0,2,8.0
54069,4,0,1,0,0,2,1,2,0,0,5,0,0,0,1,0.0
54070,0,0,1,0,0,2,1,2,0,0,5,0,1,0,1,0.0
54071,0,0,1,0,0,2,1,2,0,0,5,0,0,0,1,0.0
54072,3,0,1,0,0,2,1,2,0,0,5,0,0,0,0,0.0
54073,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0.0
54074,0,1,0,2,2,0,3,0,6,5,1,1,2,0,4,0.0
54075,6,1,0,2,2,0,3,0,6,5,1,0,0,0,2,0.0
54076,3,1,0,2,2,0,3,0,6,5,1,0,5,0,1,0.0
54077,5,1,0,2,2,0,3,0,6,5,1,1,2,0,2,0.0
54078,5,1,0,2,2,0,3,0,6,5,1,0,1,0,1,0.0
54079,0,1,0,2,2,0,3,0,6,5,1,0,1,0,1,0.0
54080,0,0,0,2,1,0,0,0,5,4,1,0,1,0,3,1.0
54081,7,1,0,2,2,1,2,2,5,6,4,0,0,0,2,0.0
54082,0,1,0,2,2,1,2,2,5,6,4,0,1,0,1,0.0
54083,3,2,2,0,0,2,5,7,0,0,7,0,1,0,1,0.0
54084,0,2,2,0,0,2,5,7,0,0,7,0,0,0,3,1.0
54085,1,2,2,0,0,2,5,7,0,0,7,0,1,0,1,0.0
54086,5,2,0,2,1,0,7,0,5,3,0,0,0,5,3,31.0
54101,0,2,0,2,1,0,7,0,5,3,0,0,0,0,3,0.0
54102,1,2,0,2,1,0,7,0,5,3,0,0,0,5,2,23.0
54113,0,0,1,2,2,2,0,3,5,5,6,0,1,3,3,0.0
54114,3,0,1,2,2,2,0,3,5,5,6,0,1,0,1,0.0
54115,0,0,1,2,2,2,0,3,5,5,6,0,1,0,2,5.0
54119,3,0,1,2,2,2,0,3,5,5,6,0,0,2,0,0.0
54120,0,0,1,2,2,2,0,3,5,5,6,0,0,0,0,2.0
54121,0,0,1,2,2,2,0,3,5,5,6,0,0,0,0,0.0
54122,5,0,1,2,2,2,0,3,5,5,6,0,1,0,3,1.0
54123,0,0,1,2,2,2,0,3,5,5,6,0,4,0,4,91.0
54156,3,0,0,0,0,0,1,0,0,1,1,0,0,0,3,73.0
54173,2,0,0,0,0,0,1,0,0,1,1,0,1,5,1,0.0
54174,0,2,0,3,2,0,6,0,7,7,0,1,0,0,3,10.0
54180,3,2,0,3,2,0,6,0,7,7,0,0,0,0,1,0.0
54181,3,2,0,0,0,0,7,0,0,0,0,0,0,2,3,93.0
54197,0,2,0,0,0,0,7,0,0,0,0,0,5,0,1,13.0
54202,5,2,0,0,0,0,7,0,0,0,0,0,1,0,1,3.0
54203,2,2,0,0,0,0,7,0,0,0,0,0,0,0,3,57.0
54214,0,3,1,0,0,0,8,3,0,0,1,0,4,0,0,0.0
54215,6,0,2,0,0,3,0,5,1,2,8,0,5,0,5,0.0
54216,0,0,2,0,0,3,0,5,1,2,8,0,0,0,2,0.0
54217,3,0,2,0,0,3,0,5,1,2,8,0,5,0,0,0.0
54218,0,0,2,0,0,3,0,5,1,2,8,0,1,0,0,0.0
54219,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,36.0
54239,4,0,0,0,0,1,0,0,0,0,2,1,2,0,5,0.0
54240,1,0,0,0,0,1,0,0,0,0,2,1,2,0,5,49.0
54253,0,0,0,0,0,1,0,0,0,0,2,1,2,0,5,0.0
54254,0,1,1,2,2,1,4,3,6,5,4,0,0,0,3,2.0
54255,5,1,1,2,2,1,4,3,6,5,4,0,1,0,1,0.0
54256,5,1,1,2,2,1,4,3,6,5,4,0,1,0,0,0.0
54257,1,1,1,2,2,1,4,3,6,5,4,0,1,0,0,0.0
54258,3,3,0,2,3,0,9,1,7,7,0,0,0,2,3,0.0
54259,0,3,0,2,3,0,9,1,7,7,0,0,0,0,3,0.0
54260,0,3,0,2,3,0,9,1,7,7,0,0,0,0,1,167.0
54277,0,3,0,2,3,0,9,1,7,7,0,0,0,0,1,248.0
54305,0,3,0,2,3,0,9,1,7,7,0,0,0,0,0,0.0
54306,0,2,0,3,3,0,7,1,8,8,1,0,4,0,4,0.0
54307,2,2,0,3,3,0,7,1,8,8,1,0,0,0,2,240.0
54322,0,2,0,3,3,0,7,1,8,8,1,0,0,0,2,28.0
54326,0,2,0,3,3,0,7,1,8,8,1,0,1,2,5,0.0
54327,2,2,0,0,0,0,7,0,0,0,0,0,0,5,5,0.0
54328,2,2,0,0,0,0,7,0,0,0,0,1,2,5,5,0.0
54329,2,2,0,0,0,0,7,0,0,0,0,1,2,5,5,0.0
54330,2,2,0,0,0,0,7,0,0,0,0,1,0,1,5,1.0
54331,0,1,1,1,0,1,4,3,4,1,4,0,4,0,1,0.0
54332,0,0,3,1,0,3,0,7,2,2,9,0,0,0,4,11.0
54335,1,0,3,1,0,3,0,7,2,2,9,1,4,0,0,0.0
54336,3,0,3,1,0,3,0,7,2,2,9,0,1,0,3,6.0
54338,2,0,3,1,0,3,0,7,2,2,9,1,2,0,1,0.0
54339,1,0,3,1,0,3,0,7,2,2,9,1,4,0,0,0.0
54340,1,0,3,1,0,3,0,7,2,2,9,1,2,0,2,19.0
54345,1,0,3,1,0,3,0,7,2,2,9,0,1,5,4,523.0
54372,0,0,3,1,0,3,0,7,2,2,9,0,0,0,0,0.0
54373,2,2,0,1,1,0,5,2,4,3,2,0,0,1,3,448.0
54413,0,2,0,1,1,0,5,2,4,3,2,0,4,0,3,0.0
54414,0,2,0,1,1,0,5,2,4,3,2,0,1,0,1,3.0
54415,0,2,0,1,1,0,5,2,4,3,2,0,1,0,1,0.0
54416,0,2,0,3,3,0,6,0,8,7,0,0,0,0,4,0.0
54417,0,2,0,3,3,0,6,0,8,7,0,0,0,0,0,1.0
54418,3,2,0,3,3,0,6,0,8,7,0,0,0,0,0,0.0
54419,3,2,0,3,3,0,6,0,8,7,0,0,0,0,4,198.0
54444,0,0,0,0,0,1,2,1,0,1,3,0,0,0,1,0.0
54445,0,0,0,0,0,1,2,1,0,1,3,0,1,0,1,0.0
54446,1,1,3,0,1,3,2,8,1,3,9,1,0,0,3,0.0
54447,3,1,3,0,1,3,2,8,1,3,9,0,0,0,0,0.0
54448,3,3,0,1,1,0,9,2,3,3,0,0,0,2,1,6.0
54450,0,3,0,1,1,0,9,2,3,3,0,0,0,0,1,6.0
54455,0,3,0,1,1,0,9,2,3,3,0,0,0,0,1,36.0
54463,3,3,0,1,1,0,9,2,3,3,0,0,0,0,1,0.0
54464,1,3,0,1,1,0,9,2,3,3,0,0,5,0,4,0.0
54465,4,3,0,1,1,0,9,2,3,3,0,0,0,0,4,0.0
54466,3,1,1,0,0,1,3,3,1,2,4,0,0,0,1,0.0
54467,0,1,1,0,0,1,3,3,1,2,4,0,1,0,2,0.0
54468,0,0,1,0,0,2,1,4,0,1,7,0,1,0,1,0.0
54469,1,1,2,2,2,2,4,6,6,5,7,0,4,0,2,92.0
54495,8,1,2,2,2,2,4,6,6,5,7,0,1,0,0,0.0
54496,0,1,2,2,2,2,4,6,6,5,7,0,1,0,4,0.0
54497,0,1,2,2,2,2,4,6,6,5,7,0,1,0,1,0.0
54498,0,1,0,2,2,1,4,2,6,7,2,0,4,0,1,4.0
54501,0,1,0,2,2,1,4,2,6,7,2,1,0,0,1,0.0
54502,0,1,0,2,2,1,4,2,6,7,2,0,1,0,2,10.0
54505,0,2,1,1,1,1,5,2,3,4,2,1,0,0,2,0.0
54506,1,2,1,1,1,1,5,2,3,4,2,0,0,0,0,0.0
54507,2,2,1,1,1,1,5,2,3,4,2,0,0,0,4,0.0
54508,2,2,1,1,1,1,5,2,3,4,2,0,0,0,4,0.0
54509,3,1,3,1,0,3,3,9,3,2,9,0,4,0,1,0.0
54510,2,1,3,1,0,3,3,9,3,2,9,0,0,0,3,0.0
54511,3,0,1,0,0,2,0,4,1,2,7,0,0,0,0,224.0
54549,4,0,1,0,0,2,0,4,1,2,7,0,0,0,1,41.0
54558,3,0,0,0,1,0,1,0,2,3,2,0,0,2,3,0.0
54559,0,0,0,0,0,1,0,0,1,2,3,0,1,0,2,0.0
54560,2,0,0,0,0,1,0,0,1,2,3,0,5,0,1,0.0
54561,0,0,0,0,0,0,0,0,1,2,1,0,0,0,4,0.0
54562,0,0,0,0,0,0,0,0,1,2,1,0,5,0,0,0.0
54563,1,0,0,0,0,0,0,0,1,2,1,0,1,0,2,0.0
54564,1,0,0,0,0,0,0,0,1,2,1,0,5,0,1,0.0
54565,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0.0
54566,0,0,1,0,0,2,0,3,0,0,6,0,0,0,1,0.0
54567,2,0,1,0,0,2,0,3,0,0,6,0,4,0,1,0.0
54568,0,3,0,2,2,0,8,0,6,6,0,0,0,0,1,63.0
54582,2,3,0,2,2,0,8,0,6,6,0,0,0,0,0,0.0
54583,0,3,0,2,2,0,8,0,6,6,0,0,0,0,0,21.0
54589,0,3,0,2,2,0,8,0,6,6,0,0,4,0,1,180.0
54615,0,0,0,3,3,0,1,0,7,7,0,0,0,0,0,0.0
54616,2,0,0,3,3,0,1,0,7,7,0,0,0,0,2,0.0
54617,3,0,0,3,3,0,1,0,7,7,0,0,0,0,0,0.0
54618,3,0,0,3,3,0,1,0,7,7,0,0,0,0,0,0.0
54619,0,0,0,3,3,0,1,0,7,7,0,0,4,0,0,14.0
54622,2,0,0,3,3,0,1,0,7,7,0,0,4,0,0,82.0
54638,0,0,0,3,3,0,1,0,7,7,0,0,0,0,0,22.0
54646,0,0,0,3,3,0,1,0,7,7,0,0,0,0,1,13.0
54656,7,0,0,3,3,0,1,0,7,7,0,0,0,0,0,32.0
54664,0,0,0,3,3,0,1,0,7,7,0,0,0,0,0,22.0
54673,2,0,0,3,3,0,1,0,7,7,0,0,0,0,0,0.0
54674,1,0,0,3,3,0,1,0,7,7,0,0,4,0,0,0.0
54675,0,0,0,3,3,0,1,0,7,7,0,0,4,0,0,2.0
54677,0,0,0,3,3,0,1,0,7,7,0,0,0,0,0,3.0
54679,2,0,0,3,3,0,1,0,7,7,0,0,0,0,0,9.0
54686,3,0,0,3,3,0,1,0,7,7,0,0,0,0,0,187.0
54703,0,0,0,2,2,0,0,0,6,6,2,0,0,0,2,0.0
54704,5,1,1,0,0,1,3,2,1,2,4,1,0,0,4,0.0
54705,1,1,1,0,0,1,3,2,1,2,4,0,0,0,0,100.0
54733,6,0,0,0,1,2,0,2,2,2,5,0,4,0,0,0.0
54734,3,0,0,0,0,0,0,0,0,0,2,1,3,0,4,0.0
54735,0,2,0,2,2,0,5,0,5,6,1,1,2,0,0,0.0
54736,0,2,0,2,2,0,5,0,5,6,1,1,2,0,0,0.0
54737,1,2,0,2,2,0,5,0,5,6,1,1,2,0,2,0.0
54738,0,2,0,2,2,0,5,0,5,6,1,0,1,0,4,25.0
54741,1,2,0,2,2,0,5,0,5,6,1,0,0,0,1,0.0
54742,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,208.0
54756,2,1,0,0,0,0,4,0,0,0,0,1,0,5,5,0.0
54757,1,1,0,0,0,0,4,0,0,0,0,0,4,0,0,169.0
54766,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0
54767,3,0,0,2,2,1,0,1,5,5,4,0,4,0,1,305.0
54797,2,0,0,2,2,1,0,1,5,5,4,0,4,0,1,451.0
54837,2,0,0,2,2,1,0,1,5,5,4,0,0,0,1,0.0
54838,4,0,0,2,2,1,0,1,5,5,4,0,1,0,4,0.0
54839,3,3,1,2,2,0,7,3,5,5,1,0,0,0,1,56.0
54866,0,3,1,2,2,0,7,3,5,5,1,0,1,0,0,0.0
54867,0,1,2,2,2,3,3,6,5,5,7,0,1,0,1,0.0
54868,1,1,2,2,2,3,3,6,5,5,7,1,2,0,2,18.0
54874,8,1,2,2,2,3,3,6,5,5,7,0,4,0,2,0.0
54875,1,1,2,2,2,3,3,6,5,5,7,0,1,0,2,0.0
54876,0,0,0,2,2,1,0,0,6,7,2,0,0,0,1,251.0
54899,2,0,0,2,2,1,0,0,6,7,2,0,0,0,1,25.0
54906,4,0,0,2,2,1,0,0,6,7,2,0,0,0,3,2.0
54907,1,0,0,2,2,1,0,0,6,7,2,0,1,0,2,0.0
54908,3,0,0,2,2,1,0,0,6,7,2,0,4,0,3,2.0
54909,1,2,2,0,1,1,7,6,2,3,4,1,3,0,3,0.0
54910,0,2,2,0,1,1,7,6,2,3,4,0,0,0,1,23.0
54918,0,2,2,0,1,1,7,6,2,3,4,0,4,0,2,83.0
54937,4,2,2,0,1,1,7,6,2,3,4,0,1,0,3,0.0
54938,0,2,2,0,1,1,7,6,2,3,4,1,2,0,3,29.0
54948,1,2,2,0,1,1,7,6,2,3,4,0,1,0,4,10.0
54952,1,2,2,0,1,1,7,6,2,3,4,0,1,0,2,0.0
54953,1,2,2,0,1,1,7,6,2,3,4,1,2,0,2,18.0
54955,2,1,3,0,0,3,4,8,0,0,8,0,0,0,0,0.0
54956,2,1,3,0,0,3,4,8,0,0,8,0,0,0,0,3.0
54957,2,1,1,0,0,1,2,3,2,0,4,0,4,5,2,76.0
54967,5,1,1,0,0,1,2,3,2,0,4,0,0,5,3,0.0
54968,5,2,0,2,2,0,6,0,6,7,1,0,0,0,4,0.0
54969,0,1,3,0,1,3,2,8,2,3,9,1,0,0,4,0.0
54970,3,1,3,0,1,3,2,8,2,3,9,0,0,2,1,0.0
54971,0,1,3,0,1,3,2,8,2,3,9,0,4,0,4,0.0
54972,1,0,2,0,1,3,0,5,1,2,8,0,1,0,2,0.0
54973,5,0,2,0,1,3,0,5,1,2,8,0,0,0,4,0.0
54974,1,0,2,0,1,3,0,5,1,2,8,0,4,5,0,0.0
54975,1,0,2,0,1,3,0,5,1,2,8,0,1,5,2,0.0
54976,0,2,0,1,2,0,6,0,4,5,0,0,4,0,2,3.0
54978,0,2,0,1,2,0,6,0,4,5,0,0,1,0,4,0.0
54979,0,2,1,0,0,1,5,3,1,1,3,0,5,0,1,34.0
54993,3,2,1,0,0,1,5,3,1,1,3,0,0,0,2,19.0
55000,3,2,1,0,0,1,5,3,1,1,3,0,0,0,2,24.0
55011,4,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0.0
55012,2,0,0,0,0,1,1,0,0,0,2,0,4,1,0,14.0
55016,0,0,0,0,0,1,0,0,0,0,3,1,0,0,5,0.0
55017,5,0,0,0,0,1,0,0,0,0,3,1,2,0,1,0.0
55018,2,2,3,1,1,3,5,7,4,2,7,1,0,1,5,3.0
55019,0,1,3,0,0,3,4,7,1,0,8,1,2,0,3,0.0
55020,0,1,3,0,0,3,4,7,1,0,8,1,2,0,0,0.0
55021,1,1,3,0,0,3,4,7,1,0,8,0,1,0,1,0.0
55022,0,0,0,0,0,0,1,0,1,2,2,0,0,0,2,1.0
55023,0,0,0,0,0,1,1,0,0,1,2,1,2,0,3,2.0
55024,0,0,0,0,0,1,1,0,0,1,2,0,1,0,4,0.0
55025,1,0,0,0,0,1,1,0,0,1,2,0,1,0,2,10.0
55027,0,3,1,2,2,0,8,2,7,7,1,0,0,0,1,0.0
55028,0,2,3,0,0,3,5,8,1,0,8,0,0,0,2,24.0
55032,0,0,2,0,0,3,1,6,2,2,8,1,2,0,3,0.0
55033,2,3,0,1,1,0,9,1,2,4,0,1,0,1,5,0.0
55034,2,3,0,1,1,0,9,1,2,4,0,0,0,0,0,0.0
55035,0,0,0,1,0,1,1,1,3,0,4,0,0,0,1,0.0
55036,1,0,0,1,0,1,1,1,3,0,4,0,1,0,1,0.0
55037,0,0,0,1,0,1,1,1,3,0,4,0,1,0,4,0.0
55038,0,0,0,1,0,1,1,1,3,0,4,0,1,0,5,0.0
55039,0,0,1,0,0,2,1,3,2,1,6,0,1,0,1,0.0
55040,4,0,1,0,0,2,1,3,2,1,6,0,3,0,3,5.0
55041,0,0,1,0,0,2,1,3,2,1,6,0,1,0,4,0.0
55042,0,0,1,0,0,2,1,3,2,1,6,0,1,0,1,0.0
55043,4,0,2,2,2,3,2,6,5,6,7,0,0,0,3,170.0
55067,1,0,2,2,2,3,2,6,5,6,7,0,0,5,2,0.0
55068,3,0,2,2,2,3,2,6,5,6,7,0,0,2,3,12.0
55074,4,0,2,2,2,3,2,6,5,6,7,0,3,0,2,0.0
55075,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0.0
55076,8,0,0,0,0,2,0,1,0,0,5,0,1,0,1,0.0
55077,5,0,0,1,0,1,1,1,2,2,3,0,1,0,0,0.0
55078,1,0,1,1,1,2,0,3,4,4,6,0,0,0,3,0.0
55079,4,0,1,1,1,2,0,3,4,4,6,0,0,0,2,0.0
55080,1,0,1,1,1,2,0,3,4,4,6,0,5,0,0,8.0
55084,1,0,1,1,1,2,0,3,4,4,6,0,5,5,3,8.0
55088,4,0,1,1,1,2,0,3,4,4,6,0,0,0,1,165.0
55107,2,1,2,0,0,2,2,5,0,0,7,0,0,0,3,0.0
55108,2,1,2,0,0,2,2,5,0,0,7,0,4,0,2,87.0
55112,2,1,2,0,0,2,2,5,0,0,7,0,0,5,3,4.0
55113,0,1,2,0,0,2,2,5,0,0,7,0,0,0,0,0.0
55114,4,1,2,0,0,2,2,5,0,0,7,1,0,0,2,0.0
55115,0,2,0,1,2,0,6,1,4,5,1,0,0,0,3,50.0
55130,0,2,0,1,2,0,6,1,4,5,1,1,0,0,3,0.0
55131,5,2,0,1,2,0,6,1,4,5,1,0,1,0,3,0.0
55132,3,2,0,1,2,0,6,1,4,5,1,0,0,2,2,0.0
55133,0,3,0,2,2,0,9,1,7,6,0,0,0,0,0,2.0
55134,0,3,0,2,2,0,9,1,7,6,0,0,0,0,1,1.0
55135,3,3,0,2,2,0,9,1,7,6,0,0,0,0,0,33.0
55149,2,3,2,3,2,0,8,5,7,7,2,0,0,5,4,45.0
55159,2,3,2,3,2,0,8,5,7,7,2,0,4,5,4,201.0
55186,0,3,2,3,2,0,8,5,7,7,2,0,1,0,1,0.0
55187,4,3,2,3,2,0,8,5,7,7,2,0,0,0,1,0.0
55188,0,3,2,3,2,0,8,5,7,7,2,0,0,0,1,5.0
55189,0,3,2,3,2,0,8,5,7,7,2,0,0,0,1,0.0
55190,1,3,2,3,2,0,8,5,7,7,2,0,1,0,1,0.0
55191,2,2,0,3,3,0,7,0,7,8,0,0,0,0,1,0.0
55192,0,0,0,1,1,1,2,1,3,4,2,0,0,0,2,0.0
55193,1,0,0,1,1,1,2,1,3,4,2,0,4,0,2,0.0
55194,0,0,1,1,2,2,1,4,4,5,6,0,0,0,1,0.0
55195,6,0,2,0,0,3,2,5,1,0,7,0,5,0,0,9.0
55199,0,0,2,0,0,3,2,5,1,0,7,0,0,0,2,0.0
55200,1,2,0,3,3,0,6,0,7,8,1,1,2,0,2,558.0
55219,3,2,0,3,3,0,6,0,7,8,1,0,0,0,1,2.0
55220,1,2,0,3,3,0,6,0,7,8,1,0,1,0,0,2.0
55222,6,2,0,1,2,0,6,0,3,5,0,0,5,0,4,0.0
55223,0,2,0,1,2,0,6,0,3,5,0,1,3,0,3,0.0
55224,0,2,0,1,2,0,6,0,3,5,0,0,0,0,1,0.0
55225,7,2,0,1,2,0,6,0,3,5,0,0,5,0,4,0.0
55226,2,0,1,1,0,2,0,3,4,0,7,0,0,5,4,0.0
55227,0,0,1,1,0,2,0,3,4,0,7,0,0,0,1,0.0
55228,0,3,0,0,0,0,9,0,1,1,0,0,0,0,4,0.0
55229,3,0,0,0,0,1,1,1,0,0,4,0,0,2,1,0.0
55230,3,0,0,0,0,1,1,1,0,0,4,0,0,2,1,0.0
55231,0,1,1,1,1,1,3,3,3,4,4,0,1,0,5,0.0
55232,0,1,1,1,1,1,3,3,3,4,4,0,1,0,3,0.0
55233,6,0,1,1,0,2,1,4,2,2,7,0,1,0,1,0.0
55234,3,0,1,2,2,1,2,2,6,7,4,0,4,2,4,34.0
55240,1,0,1,2,2,1,2,2,6,7,4,0,1,0,1,0.0
55241,1,0,1,2,2,1,2,2,6,7,4,1,2,0,3,0.0
55242,2,0,1,2,2,1,2,2,6,7,4,0,0,0,4,0.0
55243,0,0,1,2,2,1,2,2,6,7,4,0,4,0,1,16.0
55245,0,1,1,0,0,2,2,3,0,0,5,0,1,0,1,0.0
55246,1,1,1,0,0,2,2,3,0,0,5,1,2,0,2,0.0
55247,1,1,1,0,0,2,2,3,0,0,5,1,2,0,1,0.0
55248,5,1,1,0,0,2,2,3,0,0,5,0,1,0,2,0.0
55249,4,1,1,0,0,2,2,3,0,0,5,0,0,0,0,0.0
55250,0,1,3,1,1,3,3,8,3,4,8,1,3,0,3,0.0
55251,2,1,3,1,1,3,3,8,3,4,8,0,0,0,4,1.0
55252,3,1,3,1,1,3,3,8,3,4,8,0,0,2,0,0.0
55253,3,1,3,1,1,3,3,8,3,4,8,0,0,2,1,0.0
55254,3,1,3,1,1,3,3,8,3,4,8,0,0,2,1,0.0
55255,0,1,3,1,1,3,3,8,3,4,8,1,3,0,4,0.0
55256,4,1,3,1,1,3,3,8,3,4,8,0,4,0,0,0.0
55257,3,1,0,2,2,1,2,1,6,7,2,0,0,2,1,59.0
55268,3,1,0,2,2,1,2,1,6,7,2,0,0,2,0,30.0
55274,0,1,0,2,2,1,2,1,6,7,2,0,0,5,3,0.0
55275,3,1,0,2,2,1,2,1,6,7,2,0,0,0,3,4.0
55276,1,1,3,2,2,3,4,8,6,6,8,0,5,0,3,0.0
55277,1,1,3,2,2,3,4,8,6,6,8,0,0,0,2,13.0
55279,6,1,3,2,2,3,4,8,6,6,8,0,1,0,5,0.0
55280,0,1,3,2,2,3,4,8,6,6,8,0,4,0,1,0.0
55281,0,1,3,2,2,3,4,8,6,6,8,0,1,0,1,0.0
55282,0,0,1,0,1,2,1,2,2,3,5,0,4,0,3,0.0
55283,3,0,1,0,1,2,1,2,2,3,5,0,0,0,0,0.0
55284,3,0,1,0,1,2,1,2,2,3,5,0,0,0,0,0.0
55285,3,0,1,0,1,2,1,2,2,3,5,0,0,0,0,0.0
55286,0,1,3,2,1,3,3,8,5,4,8,1,2,0,2,0.0
55287,0,1,3,2,1,3,3,8,5,4,8,0,1,0,1,0.0
55288,0,1,3,2,1,3,3,8,5,4,8,1,2,0,4,0.0
55289,0,1,3,2,1,3,3,8,5,4,8,0,1,0,2,0.0
55290,0,1,3,2,1,3,3,8,5,4,8,0,1,0,4,0.0
55291,1,1,3,2,1,3,3,8,5,4,8,1,2,0,5,0.0
55292,3,1,0,0,0,1,3,2,0,0,3,0,1,0,2,0.0
55293,7,1,0,0,0,1,3,2,0,0,3,1,3,0,5,0.0
55294,2,0,1,0,1,2,1,3,1,2,6,0,0,0,1,0.0
55295,4,2,2,0,1,2,5,6,1,2,6,0,4,0,2,339.0
55325,4,0,2,0,0,3,0,5,1,2,8,0,0,0,4,11.0
55330,0,2,0,1,1,0,7,0,2,3,0,0,0,0,2,0.0
55331,0,2,0,1,1,0,7,0,2,3,0,0,5,0,2,0.0
55332,1,2,0,1,1,0,7,0,2,3,0,1,0,0,1,0.0
55333,0,2,0,1,1,0,7,0,2,3,0,1,2,0,2,95.0
55351,5,2,0,1,1,0,7,0,2,3,0,0,1,0,2,7.0
55357,1,2,0,1,1,0,7,0,2,3,0,1,2,0,5,10.0
55361,0,0,0,1,2,1,2,1,4,5,3,0,4,0,4,0.0
